id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
xy6-42,Jirachi,Pokémon,Basic,70,Metal,,,"Diminutive Desire, Doom Desire",Fire,Colorless,xy6,Roaring Skies,Rare Holo,385,https://images.pokemontcg.io/xy6/42_hires.png,1.97
sm6-92,Goomy,Pokémon,Basic,50,Dragon,Sliggoo,,"Rain Splash, Flail",Fairy,"Colorless, Colorless",sm6,Forbidden Light,Common,704,https://images.pokemontcg.io/sm6/92_hires.png,
ex14-73,Celio's Network,Trainer,Supporter,,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Search your deck for a Basic Pokémon or Evolution card (excluding Pokémon-ex), show it to your opponent, and put it into your hand. Shuffle your deck afterward.",,,,ex14,Crystal Guardians,Uncommon,,https://images.pokemontcg.io/ex14/73_hires.png,
base2-47,Tauros,Pokémon,Basic,60,Colorless,,,"Stomp, Rampage",Fighting,"Colorless, Colorless",base2,Jungle,Uncommon,128,https://images.pokemontcg.io/base2/47_hires.png,
swsh12-205,Furisode Girl,Trainer,Supporter,,,,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. You may switch that Pokémon with your Active Pokémon., You may play only 1 Supporter card during your turn.",,,,swsh12,Silver Tempest,Rare Rainbow,,https://images.pokemontcg.io/swsh12/205_hires.png,5.7
sv4pt5-186,Bisharp,Pokémon,Stage 1,120,Darkness,,,"Dark Cutter, Double-Edged Slash",Grass,Colorless,sv4pt5,Paldean Fates,Shiny Rare,625,https://images.pokemontcg.io/sv4pt5/186_hires.png,2.33
swsh8-163,Sharpedo,Pokémon,Stage 1,100,Darkness,,,Sharp Fang,Grass,Colorless,swsh8,Fusion Strike,Uncommon,319,https://images.pokemontcg.io/swsh8/163_hires.png,
base4-113,PlusPower,Trainer,,,,,"Attach PlusPower to your Active Pokémon. At the end of your turn, discard PlusPower. If this Pokémon's attack does damage to the Defending Pokémon (after applying Weakness and Resistance), the attack does 10 more damage to the Defending Pokémon.",,,,base4,Base Set 2,Uncommon,,https://images.pokemontcg.io/base4/113_hires.png,
ex7-93,Venture Bomb,Trainer,Rocket's Secret Machine,,,,"Flip a coin. If heads, put 1 damage counter on 1 of your opponent's Pokémon. If tails, put 1 damage counter on 1 of your Pokémon.",,,,ex7,Team Rocket Returns,Uncommon,,https://images.pokemontcg.io/ex7/93_hires.png,
bw1-70,Zorua,Pokémon,Basic,60,Darkness,Zoroark,,Lunge,Fighting,Colorless,bw1,Black & White,Common,570,https://images.pokemontcg.io/bw1/70_hires.png,
xy2-39,Dusclops,Pokémon,Stage 1,80,Psychic,Dusknoir,,"Confuse Ray, Cursed Drop",Darkness,"Colorless, Colorless",xy2,Flashfire,Uncommon,356,https://images.pokemontcg.io/xy2/39_hires.png,
col1-52,Vaporeon,Pokémon,Stage 1,90,Water,,,"Spiral Drain, Dual Splash",Lightning,"Colorless, Colorless",col1,Call of Legends,Uncommon,134,https://images.pokemontcg.io/col1/52_hires.png,
ecard1-76,Electabuzz,Pokémon,Basic,60,Lightning,Electivire,,"Energy Draw, Reflect Energy",Fighting,"Colorless, Colorless",ecard1,Expedition Base Set,Uncommon,125,https://images.pokemontcg.io/ecard1/76_hires.png,
swsh1-62,Cramorant,Pokémon,Basic,110,Water,,,"Water Arrow, Water Gun",Lightning,Colorless,swsh1,Sword & Shield,Rare,845,https://images.pokemontcg.io/swsh1/62_hires.png,
base2-32,Wigglytuff,Pokémon,Stage 1,80,Colorless,,,"Lullaby, Do the Wave",Fighting,"Colorless, Colorless",base2,Jungle,Rare,40,https://images.pokemontcg.io/base2/32_hires.png,
swsh7-199,Aroma Lady,Trainer,Supporter,,,,"Draw 2 cards. If you do, your Active Pokémon recovers from all Special Conditions., You may play only 1 Supporter card during your turn.",,,,swsh7,Evolving Skies,Rare Ultra,,https://images.pokemontcg.io/swsh7/199_hires.png,9.53
ex4-31,Team Aqua's Sealeo,Pokémon,Stage 1,80,Water,Walrein,,"Aurora Beam, Knock Over",Metal,"Colorless, Colorless",ex4,Team Magma vs Team Aqua,Uncommon,364,https://images.pokemontcg.io/ex4/31_hires.png,
swsh4-17,Skiddo,Pokémon,Basic,70,Grass,Gogoat,,"Synthesis, Razor Leaf",Fire,Colorless,swsh4,Vivid Voltage,Common,672,https://images.pokemontcg.io/swsh4/17_hires.png,
swsh11-101,Relicanth,Pokémon,Basic,90,Fighting,,,"Into the Deep, Tackle",Grass,Colorless,swsh11,Lost Origin,Uncommon,369,https://images.pokemontcg.io/swsh11/101_hires.png,
xy5-110,Flygon,Pokémon,Stage 2,140,Dragon,,,Sand Tomb,Fairy,Colorless,xy5,Primal Clash,Rare Holo,330,https://images.pokemontcg.io/xy5/110_hires.png,0.79
swsh1-208,Marnie,Trainer,Supporter,,,,"Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, you draw 5 cards, and your opponent draws 4 cards., You may play only 1 Supporter card during your turn.",,,,swsh1,Sword & Shield,Rare Rainbow,,https://images.pokemontcg.io/swsh1/208_hires.png,14.03
bw3-83,Durant,Pokémon,Basic,70,Metal,,,"Devour, Vice Grip",Fire,Colorless,bw3,Noble Victories,Uncommon,632,https://images.pokemontcg.io/bw3/83_hires.png,
bw4-70,Weavile,Pokémon,Stage 1,90,Darkness,,,"Dark Penalty, Fury Swipes",Fighting,Colorless,bw4,Next Destinies,Rare,461,https://images.pokemontcg.io/bw4/70_hires.png,
bw1-8,Simisage,Pokémon,Stage 1,90,Grass,,,"Seed Bomb, Fury Swipes",Fire,"Colorless, Colorless",bw1,Black & White,Uncommon,512,https://images.pokemontcg.io/bw1/8_hires.png,
ex12-48,Aron,Pokémon,Basic,50,Metal,Lairon,,"Self Charge, Headbutt",Fire,"Colorless, Colorless",ex12,Legend Maker,Common,304,https://images.pokemontcg.io/ex12/48_hires.png,
ecard1-91,Quilava,Pokémon,Stage 1,70,Fire,Typhlosion,,"Super Singe, Tackle",Water,Colorless,ecard1,Expedition Base Set,Uncommon,156,https://images.pokemontcg.io/ecard1/91_hires.png,
base6-71,Doduo,Pokémon,Basic,50,Colorless,Dodrio,,Fury Attack,Lightning,,base6,Legendary Collection,Common,84,https://images.pokemontcg.io/base6/71_hires.png,
base6-49,Kadabra,Pokémon,Stage 1,60,Psychic,Alakazam,,"Recover, Super Psy",Psychic,"Colorless, Colorless, Colorless",base6,Legendary Collection,Uncommon,64,https://images.pokemontcg.io/base6/49_hires.png,
swsh12-204,Candice,Trainer,Supporter,,,,"Look at the top 7 cards of your deck. You may reveal any number of Water Pokémon and Water Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn.",,,,swsh12,Silver Tempest,Rare Rainbow,,https://images.pokemontcg.io/swsh12/204_hires.png,5.49
sv4pt5-185,Pawniard,Pokémon,Basic,70,Darkness,Bisharp,,"Scratch, Pierce",Grass,Colorless,sv4pt5,Paldean Fates,Shiny Rare,624,https://images.pokemontcg.io/sv4pt5/185_hires.png,2.1
swsh8-162,Carvanha,Pokémon,Basic,50,Darkness,Sharpedo,,Bite,Grass,Colorless,swsh8,Fusion Strike,Common,318,https://images.pokemontcg.io/swsh8/162_hires.png,
swsh45-63,Team Yell Towel,Trainer,Item,,,,"Heal 50 damage from both Active Pokémon., You may play any number of Item cards during your turn.",,,,swsh45,Shining Fates,Uncommon,,https://images.pokemontcg.io/swsh45/63_hires.png,
neo1-89,Super Energy Retrieval,Trainer,,,,,"Trade 2 of the other cards in your hand for 4 basic Energy cards from your discard pile. If you have fewer than 4 basic Energy cards there, take all of them.",,,,neo1,Neo Genesis,Rare,,https://images.pokemontcg.io/neo1/89_hires.png,
swsh35-76,Gardevoir VMAX,Pokémon,VMAX,320,Psychic,,"VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.",Max Cure,Metal,"Colorless, Colorless",swsh35,Champion's Path,Rare Rainbow,282,https://images.pokemontcg.io/swsh35/76_hires.png,11.96
sm6-29,Bergmite,Pokémon,Basic,60,Water,Avalugg,,Break Open,Metal,"Colorless, Colorless",sm6,Forbidden Light,Common,712,https://images.pokemontcg.io/sm6/29_hires.png,
dp4-46,Marshtomp,Pokémon,Stage 1,90,Water,Swampert,,"Pound, Muddy Bomb",Grass,"Colorless, Colorless",dp4,Great Encounters,Uncommon,259,https://images.pokemontcg.io/dp4/46_hires.png,
hgss1-91,Energy Switch,Trainer,Item,,,,Move a basic Energy card attached 1 of your Pokémon to another of your Pokémon.,,,,hgss1,HeartGold & SoulSilver,Uncommon,,https://images.pokemontcg.io/hgss1/91_hires.png,
hgss4-60,Cubone,Pokémon,Basic,40,Fighting,Marowak,,Bone Rush,Water,Colorless,hgss4,HS—Triumphant,Common,104,https://images.pokemontcg.io/hgss4/60_hires.png,
ex10-39,Granbull,Pokémon,Stage 1,70,Colorless,,,"Crushing Blow, Double Lariat",Fighting,"Colorless, Colorless",ex10,Unseen Forces,Uncommon,210,https://images.pokemontcg.io/ex10/39_hires.png,
swsh7-196,Noivern V,Pokémon,"Basic, V",200,Dragon,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Boomburst, Synchro Loud",,,swsh7,Evolving Skies,Rare Ultra,715,https://images.pokemontcg.io/swsh7/196_hires.png,43.71
sm6-26,Clawitzer,Pokémon,Stage 1,100,Water,,,"Standing By, Sharpshooting",Grass,"Colorless, Colorless",sm6,Forbidden Light,Rare,693,https://images.pokemontcg.io/sm6/26_hires.png,
bw8-19,Pansear,Pokémon,Basic,70,Fire,Simisear,,"Scratch, Double Fire",Water,Colorless,bw8,Plasma Storm,Common,513,https://images.pokemontcg.io/bw8/19_hires.png,
swsh45sv-SV058,Alcremie,Pokémon,Stage 1,110,Psychic,,,"Decorate, Draining Kiss",Metal,Colorless,swsh45sv,Shining Fates Shiny Vault,Rare Shiny,869,https://images.pokemontcg.io/swsh45sv/SV058_hires.png,1.97
swsh11-100,Medicham,Pokémon,Stage 1,110,Fighting,,,Battle Step,Psychic,Colorless,swsh11,Lost Origin,Uncommon,308,https://images.pokemontcg.io/swsh11/100_hires.png,
hgss1-113,Lugia LEGEND,Pokémon,LEGEND,130,Water,,Put this card from your hand onto your Bench only with the other half of Lugia LEGEND.,Elemental Blast,Lightning,Colorless,hgss1,HeartGold & SoulSilver,LEGEND,249,https://images.pokemontcg.io/hgss1/113_hires.png,109.48
xyp-XY202,Pikachu,Pokémon,Basic,50,Lightning,Raichu,,"Charge, Thunderbolt",Fighting,Colorless,xyp,XY Black Star Promos,Promo,25,https://images.pokemontcg.io/xyp/XY202_hires.png,
sm4-100,Counter Energy,Energy,Special,,,,"This card provides Colorless Energy., If you have more Prize cards remaining than your opponent, and if this card is attached to a Pokémon that isn't a Pokémon-GX or Pokémon-EX, this card provides every type of Energy but provides only 2 Energy at a time.",,,,sm4,Crimson Invasion,Uncommon,,https://images.pokemontcg.io/sm4/100_hires.png,
dp1-88,Marill,Pokémon,Basic,60,Water,Azumarill,,"Rollout, Splashing Turn",Lightning,Colorless,dp1,Diamond & Pearl,Common,183,https://images.pokemontcg.io/dp1/88_hires.png,
sm12-68,Magnemite,Pokémon,Basic,60,Lightning,Magneton,,Mirror Shot,Fighting,Colorless,sm12,Cosmic Eclipse,Common,81,https://images.pokemontcg.io/sm12/68_hires.png,
dp4-9,Swampert,Pokémon,Stage 2,130,Water,,,Hammer Arm,Grass,"Colorless, Colorless",dp4,Great Encounters,Rare Holo,260,https://images.pokemontcg.io/dp4/9_hires.png,10.55
ecard2-18,Jynx,Pokémon,Basic,60,Psychic,,,"Meditate, Confuse Ray",Psychic,"Colorless, Colorless",ecard2,Aquapolis,Rare,124,https://images.pokemontcg.io/ecard2/18_hires.png,
xy5-105,Gardevoir-EX,Pokémon,"Basic, EX",170,Fairy,M Gardevoir-EX,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Life Leap, Shining Wind",Metal,"Colorless, Colorless",xy5,Primal Clash,Rare Holo EX,282,https://images.pokemontcg.io/xy5/105_hires.png,2.11
xyp-XY69,Rayquaza-EX,Pokémon,"Basic, EX",170,Colorless,M Rayquaza-EX,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Mega Ascension, Aeroscream",Lightning,"Colorless, Colorless",xyp,XY Black Star Promos,Promo,384,https://images.pokemontcg.io/xyp/XY69_hires.png,20.89
neo4-55,Scyther,Pokémon,Basic,60,Grass,Scizor,,"Agility, Sharp Sickle",Fire,Colorless,neo4,Neo Destiny,Uncommon,123,https://images.pokemontcg.io/neo4/55_hires.png,
swsh12-203,Brandon,Trainer,Supporter,,,,"You can use this card only when it is the last card in your hand. Draw a card for each Benched Pokémon (both yours and your opponent's)., You may play only 1 Supporter card during your turn.",,,,swsh12,Silver Tempest,Rare Rainbow,,https://images.pokemontcg.io/swsh12/203_hires.png,3.81
sv4pt5-180,Paldean Wooper,Pokémon,Basic,60,Darkness,Quagsire,,"Find a Home, Ram",Fighting,"Colorless, Colorless",sv4pt5,Paldean Fates,Shiny Rare,194,https://images.pokemontcg.io/sv4pt5/180_hires.png,3.52
swsh8-161,Galarian Obstagoon,Pokémon,Stage 2,170,Darkness,,,"Silence, Merciless Strike",Grass,"Colorless, Colorless",swsh8,Fusion Strike,Rare Holo,862,https://images.pokemontcg.io/swsh8/161_hires.png,0.12
swsh45sv-SV057,Milcery,Pokémon,Basic,50,Psychic,Alcremie,,"Aromatherapy, Tackle",Metal,Colorless,swsh45sv,Shining Fates Shiny Vault,Rare Shiny,868,https://images.pokemontcg.io/swsh45sv/SV057_hires.png,1.46
sm9-97,Incineroar-GX,Pokémon,"Stage 2, GX",250,Darkness,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Crushing Punch, Darkest Tornado-GX",Fighting,"Colorless, Colorless, Colorless",sm9,Team Up,Rare Holo GX,727,https://images.pokemontcg.io/sm9/97_hires.png,1.75
ex1-62,Phanpy,Pokémon,Basic,50,Fighting,Donphan,,"Stampede, Trembler",Grass,Colorless,ex1,Ruby & Sapphire,Common,231,https://images.pokemontcg.io/ex1/62_hires.png,
xy10-33,Solosis,Pokémon,Basic,30,Psychic,Duosion,,Mini Link,Psychic,Colorless,xy10,Fates Collide,Common,577,https://images.pokemontcg.io/xy10/33_hires.png,
bw8-52,Zubat,Pokémon,Basic,50,Psychic,Golbat,,Spiral Drain,Lightning,Colorless,bw8,Plasma Storm,Common,41,https://images.pokemontcg.io/bw8/52_hires.png,
bw9-84,Kingdra,Pokémon,Stage 2,140,Dragon,,,"Dragon Vortex, Tri Bullet",Dragon,Colorless,bw9,Plasma Freeze,Rare Holo,230,https://images.pokemontcg.io/bw9/84_hires.png,1.61
pl4-63,Electrike,Pokémon,Basic,60,Lightning,Manectric,,Bite,Fighting,Colorless,pl4,Arceus,Common,309,https://images.pokemontcg.io/pl4/63_hires.png,
swsh3-36,Galarian Mr. Rime,Pokémon,Stage 1,120,Water,,,Mad Party,Metal,"Colorless, Colorless",swsh3,Darkness Ablaze,Rare,866,https://images.pokemontcg.io/swsh3/36_hires.png,
swsh7-194,Rayquaza V,Pokémon,"Basic, V, Rapid Strike",210,Dragon,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Dragon Pulse, Spiral Burst",,"Colorless, Colorless",swsh7,Evolving Skies,Rare Ultra,384,https://images.pokemontcg.io/swsh7/194_hires.png,133.98
base2-23,Nidoqueen,Pokémon,Stage 2,90,Grass,,,"Boyfriends, Mega Punch",Psychic,"Colorless, Colorless, Colorless",base2,Jungle,Rare,31,https://images.pokemontcg.io/base2/23_hires.png,
pl3-20,Charizard G,Pokémon,"Basic, SP",100,Fire,,,"Flame Jet, Heat Blast",Water,"Colorless, Colorless, Colorless",pl3,Supreme Victors,Rare,6,https://images.pokemontcg.io/pl3/20_hires.png,
swsh11-99,Meditite,Pokémon,Basic,70,Fighting,Medicham,,Focus Fist,Psychic,Colorless,swsh11,Lost Origin,Common,307,https://images.pokemontcg.io/swsh11/99_hires.png,
xy8-100,Ralts,Pokémon,Basic,60,Fairy,Kirlia,,"Mumble, Magical Shot",Metal,Colorless,xy8,BREAKthrough,Common,280,https://images.pokemontcg.io/xy8/100_hires.png,
sm11-202,Misty's Favor,Trainer,Supporter,,,,"Search your deck for up to 3 Supporter cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn (before your attack).",,,,sm11,Unified Minds,Uncommon,,https://images.pokemontcg.io/sm11/202_hires.png,
xy10-107,Pokémon Fan Club,Trainer,Supporter,,,,"Search your deck for up to 2 Basic Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward., You may play only 1 Supporter card during your turn (before your attack).",,,,xy10,Fates Collide,Uncommon,,https://images.pokemontcg.io/xy10/107_hires.png,
ex1-76,Treecko,Pokémon,Basic,40,Grass,Grovyle,,"Tail Slap, Razor Leaf",Fire,Colorless,ex1,Ruby & Sapphire,Common,252,https://images.pokemontcg.io/ex1/76_hires.png,
ex5-58,Clamperl,Pokémon,Basic,40,Water,"Huntail, Gorebyss",,Bubble,Lightning,Colorless,ex5,Hidden Legends,Common,366,https://images.pokemontcg.io/ex5/58_hires.png,
sm6-4,Abomasnow,Pokémon,Stage 1,130,Grass,,,Hypno Hammer,Fire,"Colorless, Colorless, Colorless",sm6,Forbidden Light,Rare,460,https://images.pokemontcg.io/sm6/4_hires.png,
sm35-36,Ekans,Pokémon,Basic,70,Psychic,Arbok,,Poison Sting,Psychic,"Colorless, Colorless",sm35,Shining Legends,Common,23,https://images.pokemontcg.io/sm35/36_hires.png,
sm2-98,Jangmo-o,Pokémon,Basic,60,Dragon,Hakamo-o,,Dragon Claw,Fairy,"Colorless, Colorless",sm2,Guardians Rising,Common,782,https://images.pokemontcg.io/sm2/98_hires.png,
pl4-78,Treecko,Pokémon,Basic,60,Grass,Grovyle,,Tail Crush,Fire,Colorless,pl4,Arceus,Common,252,https://images.pokemontcg.io/pl4/78_hires.png,
xy5-56,Manaphy,Pokémon,Basic,70,Water,,,"Deep Sea Swirl, Life Saver",Grass,Colorless,xy5,Primal Clash,Rare Holo,490,https://images.pokemontcg.io/xy5/56_hires.png,0.51
swsh12-202,Lugia VSTAR,Pokémon,VSTAR,280,Colorless,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.",Tempest Dive,Lightning,"Colorless, Colorless",swsh12,Silver Tempest,Rare Rainbow,249,https://images.pokemontcg.io/swsh12/202_hires.png,30.2
sv4pt5-178,Garganacl,Pokémon,Stage 2,180,Fighting,,,Knocking Hammer,Grass,"Colorless, Colorless, Colorless",sv4pt5,Paldean Fates,Shiny Rare,934,https://images.pokemontcg.io/sv4pt5/178_hires.png,2.06
swsh8-159,Galarian Zigzagoon,Pokémon,Basic,60,Darkness,Linoone,,Lick,Grass,Colorless,swsh8,Fusion Strike,Common,263,https://images.pokemontcg.io/swsh8/159_hires.png,
swsh45-62,Rusted Sword,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., The attacks of the Zacian V this card is attached to do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)., You may play any number of Item cards during your turn.",,,,swsh45,Shining Fates,Uncommon,,https://images.pokemontcg.io/swsh45/62_hires.png,
xy7-96,Primal Kyogre-EX,Pokémon,"MEGA, EX",240,Water,,"Primal Reversion rule: When 1 of your Pokémon becomes Primal Kyogre-EX, your turn ends., Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",Tidal Storm,Grass,"Colorless, Colorless, Colorless, Colorless",xy7,Ancient Origins,Rare Secret,382,https://images.pokemontcg.io/xy7/96_hires.png,78.31
sma-SV66,Lycanroc-GX,Pokémon,"Stage 1, GX",200,Fighting,,"Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.","Claw Slash, Dangerous Rogue-GX",Grass,"Colorless, Colorless",sma,Hidden Fates Shiny Vault,Rare Shiny GX,745,https://images.pokemontcg.io/sma/SV66_hires.png,6.7
ex15-24,Vibrava δ,Pokémon,Stage 1,70,Psychic,Flygon,,Quick Blow,Colorless,Colorless,ex15,Dragon Frontiers,Rare,329,https://images.pokemontcg.io/ex15/24_hires.png,
xy3-41,Gothitelle,Pokémon,Stage 2,130,Psychic,,,Psy Report,Psychic,"Colorless, Colorless",xy3,Furious Fists,Rare,576,https://images.pokemontcg.io/xy3/41_hires.png,
sm2-80,Sableye,Pokémon,Basic,60,Darkness,,,"Limitation, Scratch",,Colorless,sm2,Guardians Rising,Uncommon,302,https://images.pokemontcg.io/sm2/80_hires.png,
sm8-58,Mantine,Pokémon,Basic,120,Water,,,Surf,Lightning,"Colorless, Colorless, Colorless",sm8,Lost Thunder,Uncommon,226,https://images.pokemontcg.io/sm8/58_hires.png,
bw7-43,Swanna,Pokémon,Stage 1,90,Water,,,"Aerial Ace, Defog",Lightning,Colorless,bw7,Boundaries Crossed,Uncommon,581,https://images.pokemontcg.io/bw7/43_hires.png,
swsh7-195,Noivern V,Pokémon,"Basic, V",200,Dragon,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Boomburst, Synchro Loud",,,swsh7,Evolving Skies,Rare Ultra,715,https://images.pokemontcg.io/swsh7/195_hires.png,3.21
dp1-32,Medicham,Pokémon,Stage 1,90,Fighting,,,"Force Palm, Spinning Kick",Psychic,"Colorless, Colorless",dp1,Diamond & Pearl,Rare,308,https://images.pokemontcg.io/dp1/32_hires.png,
ex9-22,Breloom,Pokémon,Stage 1,80,Grass,,,"Power Blow, Body Slam",Psychic,Colorless,ex9,Emerald,Uncommon,286,https://images.pokemontcg.io/ex9/22_hires.png,
swsh11-98,Hariyama,Pokémon,Stage 1,140,Fighting,,,"Shove, Muscular Slap",Psychic,"Colorless, Colorless, Colorless",swsh11,Lost Origin,Uncommon,297,https://images.pokemontcg.io/swsh11/98_hires.png,
ex15-92,Flygon ex δ,Pokémon,"Stage 2, ex",150,Psychic,,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.",Psychic Pulse,,"Colorless, Colorless",ex15,Dragon Frontiers,Rare Holo EX,330,https://images.pokemontcg.io/ex15/92_hires.png,69.33
sm12-216,Solgaleo & Lunala-GX,Pokémon,"Basic, TAG TEAM, GX",270,Psychic,,"TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.","Cosmic Burn, Light of the Protector-GX",Psychic,"Colorless, Colorless",sm12,Cosmic Eclipse,Rare Ultra,"791, 792",https://images.pokemontcg.io/sm12/216_hires.png,121.95
bw11-RC2,Servine,Pokémon,Stage 1,80,Grass,Serperior,,"Leaf Blade, Vine Whip",Fire,Colorless,bw11,Legendary Treasures,Common,496,https://images.pokemontcg.io/bw11/RC2_hires.png,0.55
dp6-86,Buneary,Pokémon,Basic,50,Colorless,Lopunny,,"Rest, Double Kick",Fighting,Colorless,dp6,Legends Awakened,Common,427,https://images.pokemontcg.io/dp6/86_hires.png,
ex10-66,Pineco,Pokémon,Basic,50,Grass,Forretress,,Ram,Fire,Colorless,ex10,Unseen Forces,Common,204,https://images.pokemontcg.io/ex10/66_hires.png,
pl4-11,Toxicroak,Pokémon,Stage 1,90,Fighting,,,"Corner, Convert Blow",Psychic,Colorless,pl4,Arceus,Rare Holo,454,https://images.pokemontcg.io/pl4/11_hires.png,1.99
base3-47,Geodude,Pokémon,Basic,50,Fighting,Graveler,,Stone Barrage,Grass,Colorless,base3,Fossil,Common,74,https://images.pokemontcg.io/base3/47_hires.png,
dp5-97,Garchomp LV.X,Pokémon,Level-Up,140,Colorless,,"Put this card onto your Active Garchomp. Garchomp LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.",Restore,Colorless,,dp5,Majestic Dawn,Rare Holo LV.X,445,https://images.pokemontcg.io/dp5/97_hires.png,64.58
bwp-BW66,Ninetales,Pokémon,Stage 1,90,Fire,,,Hexed Flame,Water,Colorless,bwp,BW Black Star Promos,Promo,38,https://images.pokemontcg.io/bwp/BW66_hires.png,5.83
dp6-51,Castform Sunny Form,Pokémon,Basic,70,Fire,,,Ember,Water,Colorless,dp6,Legends Awakened,Uncommon,351,https://images.pokemontcg.io/dp6/51_hires.png,
swsh12-201,Regidrago VSTAR,Pokémon,VSTAR,280,Dragon,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.",Apex Dragon,,"Colorless, Colorless, Colorless",swsh12,Silver Tempest,Rare Rainbow,895,https://images.pokemontcg.io/swsh12/201_hires.png,8.73
sv4pt5-176,Nacli,Pokémon,Basic,70,Fighting,,,"Salt Coating, Tackle",Grass,"Colorless, Colorless, Colorless",sv4pt5,Paldean Fates,Shiny Rare,932,https://images.pokemontcg.io/sv4pt5/176_hires.png,1.94
swsh8-158,Tyranitar V,Pokémon,"Basic, V",230,Darkness,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Hammer In, Land Crush",Grass,"Colorless, Colorless, Colorless, Colorless",swsh8,Fusion Strike,Rare Holo V,248,https://images.pokemontcg.io/swsh8/158_hires.png,0.45
swsh45sv-SV056,Hatterene,Pokémon,Stage 2,150,Psychic,,,Dripping Grudge,Darkness,"Colorless, Colorless",swsh45sv,Shining Fates Shiny Vault,Rare Shiny,858,https://images.pokemontcg.io/swsh45sv/SV056_hires.png,1.81
ex3-96,Muk ex,Pokémon,"Stage 1, ex",100,Grass,,"When Pokémon-ex has been Knocked Out, your opponent takes 2 Prize cards.","Poison Breath, Slimy Water",Psychic,"Colorless, Colorless",ex3,Dragon,Rare Holo EX,89,https://images.pokemontcg.io/ex3/96_hires.png,30.18
swsh1-73,Yamper,Pokémon,Basic,70,Lightning,Boltund,,"Roar, Static Shock",Fighting,Colorless,swsh1,Sword & Shield,Common,835,https://images.pokemontcg.io/swsh1/73_hires.png,
bw10-39,Munna,Pokémon,Basic,60,Psychic,Musharna,,"Mumble, Focused Wish",Psychic,Colorless,bw10,Plasma Blast,Common,517,https://images.pokemontcg.io/bw10/39_hires.png,
gym1-51,Lt. Surge's Raticate,Pokémon,Stage 1,70,Colorless,,,Super Fang,Fighting,Colorless,gym1,Gym Heroes,Uncommon,20,https://images.pokemontcg.io/gym1/51_hires.png,
xy4-77,Goodra,Pokémon,Stage 2,140,Dragon,,,Dragon Pulse,Fairy,"Colorless, Colorless, Colorless",xy4,Phantom Forces,Rare Holo,706,https://images.pokemontcg.io/xy4/77_hires.png,1.0
ex9-61,Ralts,Pokémon,Basic,50,Psychic,Kirlia,,Hypnotic Ray,Psychic,Colorless,ex9,Emerald,Common,280,https://images.pokemontcg.io/ex9/61_hires.png,
xyp-XY31,Xerneas,Pokémon,Basic,130,Fairy,,,"Aurora Gain, Light of Life",Metal,"Colorless, Colorless",xyp,XY Black Star Promos,Promo,716,https://images.pokemontcg.io/xyp/XY31_hires.png,0.96
swsh7-192,Dragonite V,Pokémon,"Basic, V",230,Dragon,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Shred, Dragon Gale",,"Colorless, Colorless, Colorless",swsh7,Evolving Skies,Rare Ultra,149,https://images.pokemontcg.io/swsh7/192_hires.png,193.52
sma-SV24,Buzzwole,Pokémon,"Basic, Ultra Beast",130,Fighting,,,"Sledgehammer, Swing Around",Psychic,"Colorless, Colorless",sma,Hidden Fates Shiny Vault,Rare Shiny,794,https://images.pokemontcg.io/sma/SV24_hires.png,1.84
